Gene;start;end;strand;gene_name;operon;COG;accession
LMB90_RS01010;131922;132842;#ERROR!;hslO;Op1916;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000030.1
LMB90_RS01575;33599;34285;#ERROR!;LMB90_RS01575;Op832;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000044.1
LMB90_RS01985;72303;73169;-;LMB90_RS01985;Op1458;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000045.1
LMB90_RS02020;78434;79843;-;sufB;Op1542;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000045.1
LMB90_RS02035;81503;82792;-;sufD;Op1581;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000045.1
LMB90_RS02040;82804;83601;-;sufC;Op1595;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000045.1
LMB90_RS02300;18289;19566;#ERROR!;LMB90_RS02300;Op508;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000046.1
LMB90_RS02390;37950;38378;-;LMB90_RS02390;Op914;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000046.1
LMB90_RS02410;41491;43713;#ERROR!;LMB90_RS02410;Op979;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000046.1
LMB90_RS02690;6712;8916;#ERROR!;LMB90_RS02690;Op195;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000048.1
LMB90_RS02990;43814;46306;#ERROR!;LMB90_RS02990;Op1022;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000050.1
LMB90_RS03905;10122;11750;-;groL;Op302;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000052.1
LMB90_RS03910;11842;12126;-;groES;Op345;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000052.1
LMB90_RS03965;23300;24025;-;tsaB;Op620;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000052.1
LMB90_RS04050;38268;38489;#ERROR!;nrdH;Op919;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000052.1
LMB90_RS04335;35094;35687;#ERROR!;clpP;Op857;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000055.1
LMB90_RS04410;50797;51255;#ERROR!;tsaE;Op1136;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000055.1
LMB90_RS04625;101178;101759;-;LMB90_RS04625;Op1765;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000055.1
LMB90_RS05005;37029;38402;#ERROR!;radA;Op896;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000056.1
LMB90_RS05300;8052;8630;#ERROR!;nrdG;Op238;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000058.1
LMB90_RS05305;8642;9532;#ERROR!;LMB90_RS05305;Op255;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000058.1
LMB90_RS05345;18534;18965;#ERROR!;LMB90_RS05345;Op515;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000058.1
LMB90_RS05915;19851;20165;-;trxA;Op543;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000059.1
LMB90_RS06475;42289;43539;#ERROR!;clpX;Op991;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000060.1
LMB90_RS06785;98265;100130;#ERROR!;dnaK;Op1738;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000060.1
LMB90_RS06790;100259;101410;#ERROR!;dnaJ;Op1759;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000060.1
LMB90_RS06795;101666;103501;#ERROR!;lepA;Op1767;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000060.1
LMB90_RS07740;4947;5834;#ERROR!;LMB90_RS07740;Op154;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000064.1
LMB90_RS08120;77010;82037;#ERROR!;LMB90_RS08120;Op1523;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000064.1
LMB90_RS08280;34449;35330;#ERROR!;LMB90_RS08280;Op845;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000065.1
LMB90_RS08845;90491;90823;-;LMB90_RS08845;Op1670;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000066.1
LMB90_RS09025;123595;124098;#ERROR!;LMB90_RS09025;Op1895;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000066.1
LMB90_RS09535;22529;23155;#ERROR!;ureG;Op598;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000068.1
LMB90_RS09540;23145;23999;#ERROR!;LMB90_RS09540;Op616;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000068.1
LMB90_RS09550;24411;24821;#ERROR!;crcB;Op642;Posttranslational Modifications, Protein Turnover, Chaperones;NZ_JAJGVJ010000068.1
LMB90_RS00475;7322;8347;-;LMB90_RS00475;Op214;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00555;23331;25139;-;cadA;Op622;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00580;29086;29736;#ERROR!;LMB90_RS00580;Op731;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00590;30474;31112;#ERROR!;LMB90_RS00590;Op758;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00600;31812;33149;-;LMB90_RS00600;Op792;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00610;34659;35348;-;LMB90_RS00610;Op849;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00615;35341;36405;-;LMB90_RS00615;Op864;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00620;36418;37269;-;LMB90_RS00620;Op884;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00675;47013;48182;#ERROR!;LMB90_RS00675;Op1077;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00755;64529;65440;#ERROR!;LMB90_RS00755;Op1340;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00760;65448;66119;#ERROR!;LMB90_RS00760;Op1357;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS01350;30303;31496;-;LMB90_RS01350;Op756;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000039.1
LMB90_RS01370;32812;33762;#ERROR!;LMB90_RS01370;Op813;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000039.1
LMB90_RS01380;34588;35607;-;LMB90_RS01380;Op848;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000039.1
LMB90_RS01470;9016;10254;#ERROR!;LMB90_RS01470;Op267;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000044.1
LMB90_RS01585;35265;36128;#ERROR!;LMB90_RS01585;Op861;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000044.1
LMB90_RS02045;83836;84042;#ERROR!;LMB90_RS02045;Op1603;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02050;84044;86035;#ERROR!;feoB;Op1606;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02485;68078;69259;#ERROR!;LMB90_RS02485;Op1397;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000046.1
LMB90_RS02790;9875;10762;#ERROR!;LMB90_RS02790;Op292;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS02865;26650;27303;-;LMB90_RS02865;Op683;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS02870;27316;27954;-;LMB90_RS02870;Op693;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS02900;31948;32868;-;LMB90_RS02900;Op797;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS03180;74766;75593;#ERROR!;LMB90_RS03180;Op1494;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS03185;75569;76435;#ERROR!;LMB90_RS03185;Op1505;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS03505;49264;50775;-;LMB90_RS03505;Op1112;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03980;26252;28495;-;LMB90_RS03980;Op678;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS04370;42569;44119;#ERROR!;LMB90_RS04370;Op997;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04640;102690;104627;#ERROR!;cadA;Op1776;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04660;105841;107397;#ERROR!;LMB90_RS04660;Op1794;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04870;7333;8982;#ERROR!;LMB90_RS04870;Op215;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS05145;7463;7882;-;LMB90_RS05145;Op219;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000057.1
LMB90_RS05380;23998;24453;-;LMB90_RS05380;Op631;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS06035;48406;49053;-;LMB90_RS06035;Op1100;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000059.1
LMB90_RS06950;5605;6072;-;nrdI;Op173;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07165;51367;52020;-;LMB90_RS07165;Op1148;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07175;53397;53957;-;LMB90_RS07175;Op1175;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07260;73264;74175;-;LMB90_RS07260;Op1475;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07265;74265;76667;-;LMB90_RS07265;Op1486;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07280;78704;79522;#ERROR!;LMB90_RS07280;Op1545;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07285;79519;80592;#ERROR!;LMB90_RS07285;Op1557;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07290;80705;81997;#ERROR!;LMB90_RS07290;Op1572;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07295;82078;83382;-;LMB90_RS07295;Op1584;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07325;87096;87935;#ERROR!;LMB90_RS07325;Op1638;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07575;57798;59147;#ERROR!;LMB90_RS07575;Op1241;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07735;4451;4765;#ERROR!;LMB90_RS07735;Op145;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000064.1
LMB90_RS08155;6558;8060;#ERROR!;glpK;Op194;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000065.1
LMB90_RS08640;46653;47165;#ERROR!;LMB90_RS08640;Op1068;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08830;87653;88408;#ERROR!;LMB90_RS08830;Op1641;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08840;88795;90117;-;LMB90_RS08840;Op1654;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08860;92257;93156;-;LMB90_RS08860;Op1688;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS09510;18802;19104;#ERROR!;LMB90_RS09510;Op521;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09565;26668;27393;#ERROR!;LMB90_RS09565;Op684;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09570;27545;28255;-;LMB90_RS09570;Op699;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09575;28381;29253;#ERROR!;LMB90_RS09575;Op716;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09585;30157;31038;#ERROR!;pstA;Op751;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09590;31049;31804;#ERROR!;pstB;Op769;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09595;31815;32519;#ERROR!;phoU;Op793;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09600;33700;34563;#ERROR!;LMB90_RS09600;Op833;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09605;34706;36013;#ERROR!;LMB90_RS09605;Op851;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09635;41952;42497;#ERROR!;LMB90_RS09635;Op984;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09640;42879;43226;-;LMB90_RS09640;Op1004;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09665;49555;50469;#ERROR!;LMB90_RS09665;Op1116;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09700;57905;59239;#ERROR!;LMB90_RS09700;Op1247;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000068.1
LMB90_RS09925;35071;35784;#ERROR!;LMB90_RS09925;Op856;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000069.1
LMB90_RS09995;45151;45606;#ERROR!;LMB90_RS09995;Op1044;Inorganic Ion Transport & Metabolism;NZ_JAJGVJ010000069.1
LMB90_RS00960;120289;121080;#ERROR!;LMB90_RS00960;Op1882;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000030.1
LMB90_RS01620;812;1459;-;LMB90_RS01620;Op46;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000045.1
LMB90_RS02070;88590;88964;#ERROR!;LMB90_RS02070;Op1653;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000045.1
LMB90_RS02735;3272;3910;-;LMB90_RS02735;Op110;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000049.1
LMB90_RS05725;88442;89182;#ERROR!;LMB90_RS05725;Op1651;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000058.1
LMB90_RS08440;3917;4516;#ERROR!;LMB90_RS08440;Op131;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000066.1
LMB90_RS09645;43419;46205;#ERROR!;LMB90_RS09645;Op1016;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000068.1
LMB90_RS09870;22501;23085;#ERROR!;LMB90_RS09870;Op595;Secondary Metabolites Biosynthesis, Transport, & Catabolism;NZ_JAJGVJ010000069.1
LMB90_RS00340;18283;18543;#ERROR!;LMB90_RS00340;Op506;Function Unknown;NZ_JAJGVJ010000026.1
LMB90_RS00345;18566;19351;#ERROR!;LMB90_RS00345;Op517;Function Unknown;NZ_JAJGVJ010000026.1
LMB90_RS00385;26236;26574;#ERROR!;LMB90_RS00385;Op677;Function Unknown;NZ_JAJGVJ010000026.1
LMB90_RS00400;28623;29306;#ERROR!;LMB90_RS00400;Op723;Function Unknown;NZ_JAJGVJ010000026.1
LMB90_RS00460;4480;5130;#ERROR!;LMB90_RS00460;Op146;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00465;5197;5430;-;LMB90_RS00465;Op163;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00480;8827;9369;-;LMB90_RS00480;Op259;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00485;9381;9782;-;psiE;Op277;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00505;11779;12339;-;LMB90_RS00505;Op342;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00515;14898;15851;#ERROR!;LMB90_RS00515;Op426;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00540;21338;21658;#ERROR!;LMB90_RS00540;Op574;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00635;39756;40022;#ERROR!;LMB90_RS00635;Op947;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00650;42690;42968;-;LMB90_RS00650;Op1001;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00745;63106;63348;#ERROR!;LMB90_RS00745;Op1321;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00795;72795;73616;-;yidA;Op1468;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00800;73616;74983;-;LMB90_RS00800;Op1482;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00810;75969;76367;#ERROR!;LMB90_RS00810;Op1511;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00840;82085;82975;#ERROR!;LMB90_RS00840;Op1585;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00880;91308;91877;#ERROR!;LMB90_RS00880;Op1679;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS00965;121189;121827;-;cbpA;Op1886;Function Unknown;NZ_JAJGVJ010000030.1
LMB90_RS01260;12901;13755;#ERROR!;LMB90_RS01260;Op374;Function Unknown;NZ_JAJGVJ010000039.1
LMB90_RS01365;32325;32774;#ERROR!;LMB90_RS01365;Op805;Function Unknown;NZ_JAJGVJ010000039.1
LMB90_RS01400;38875;40764;-;LMB90_RS01400;Op936;Function Unknown;NZ_JAJGVJ010000039.1
LMB90_RS01480;11621;12715;#ERROR!;LMB90_RS01480;Op340;Function Unknown;NZ_JAJGVJ010000044.1
LMB90_RS01510;17887;18459;-;LMB90_RS01510;Op498;Function Unknown;NZ_JAJGVJ010000044.1
LMB90_RS01560;30771;31346;#ERROR!;LMB90_RS01560;Op763;Function Unknown;NZ_JAJGVJ010000044.1
LMB90_RS01570;32961;33575;#ERROR!;LMB90_RS01570;Op817;Function Unknown;NZ_JAJGVJ010000044.1
LMB90_RS01635;3006;3371;-;LMB90_RS01635;Op104;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01645;3924;4286;#ERROR!;LMB90_RS01645;Op133;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01650;4307;5125;#ERROR!;LMB90_RS01650;Op143;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01665;5901;6764;-;LMB90_RS01665;Op183;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01670;6840;7478;-;LMB90_RS01670;Op202;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01675;7488;7931;-;LMB90_RS01675;Op223;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01680;8048;8299;#ERROR!;LMB90_RS01680;Op237;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01715;17602;18294;#ERROR!;LMB90_RS01715;Op490;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01740;22147;22962;-;LMB90_RS01740;Op590;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01745;22966;24702;-;LMB90_RS01745;Op613;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01750;24842;26203;#ERROR!;LMB90_RS01750;Op650;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01765;28283;28738;-;LMB90_RS01765;Op713;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01795;32091;33434;#ERROR!;LMB90_RS01795;Op800;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01805;34171;35016;#ERROR!;LMB90_RS01805;Op839;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01815;35937;36593;#ERROR!;LMB90_RS01815;Op875;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01825;37298;38176;-;LMB90_RS01825;Op902;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01855;45121;45528;-;LMB90_RS01855;Op1043;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01885;49209;49781;-;LMB90_RS01885;Op1111;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01910;54597;55115;-;LMB90_RS01910;Op1194;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01940;62488;62976;#ERROR!;LMB90_RS01940;Op1315;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01970;69204;69623;-;LMB90_RS01970;Op1411;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS01995;74700;75512;#ERROR!;LMB90_RS01995;Op1493;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS02000;75570;75806;-;LMB90_RS02000;Op1506;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS02015;78069;78401;-;LMB90_RS02015;Op1536;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS02085;91306;94194;#ERROR!;LMB90_RS02085;Op1678;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS02135;102380;103003;-;LMB90_RS02135;Op1773;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS02185;112910;113401;#ERROR!;LMB90_RS02185;Op1836;Function Unknown;NZ_JAJGVJ010000045.1
LMB90_RS02245;7219;8103;#ERROR!;LMB90_RS02245;Op213;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02250;8496;9797;#ERROR!;LMB90_RS02250;Op250;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02285;15213;16508;#ERROR!;yycH;Op435;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02290;16521;17363;#ERROR!;LMB90_RS02290;Op468;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02295;17381;18187;#ERROR!;LMB90_RS02295;Op485;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02310;20480;21466;#ERROR!;LMB90_RS02310;Op553;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02325;22843;23385;#ERROR!;LMB90_RS02325;Op609;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02375;33459;34853;#ERROR!;LMB90_RS02375;Op826;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02460;64217;64879;#ERROR!;pgmB;Op1337;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02495;70881;71609;-;LMB90_RS02495;Op1436;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02510;74573;75070;-;LMB90_RS02510;Op1489;Function Unknown;NZ_JAJGVJ010000046.1
LMB90_RS02655;331;579;-;LMB90_RS02655;Op36;Function Unknown;NZ_JAJGVJ010000048.1
LMB90_RS02695;8967;9575;-;LMB90_RS02695;Op264;Function Unknown;NZ_JAJGVJ010000048.1
LMB90_RS02740;4075;4728;#ERROR!;LMB90_RS02740;Op138;Function Unknown;NZ_JAJGVJ010000049.1
LMB90_RS02800;12198;12851;#ERROR!;LMB90_RS02800;Op357;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02820;16164;18749;-;mprF;Op457;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02835;19977;20705;-;LMB90_RS02835;Op544;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02860;25415;26602;#ERROR!;LMB90_RS02860;Op662;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02890;30494;31177;#ERROR!;LMB90_RS02890;Op759;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02895;31192;31884;#ERROR!;LMB90_RS02895;Op774;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02915;34175;34930;#ERROR!;LMB90_RS02915;Op840;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02920;34942;35415;#ERROR!;LMB90_RS02920;Op852;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS02975;40884;41843;-;LMB90_RS02975;Op966;Function Unknown;NZ_JAJGVJ010000050.1
LMB90_RS03295;8362;8835;#ERROR!;LMB90_RS03295;Op247;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03320;12312;14018;#ERROR!;LMB90_RS03320;Op359;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03335;14549;15808;#ERROR!;LMB90_RS03335;Op420;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03340;15747;16400;#ERROR!;LMB90_RS03340;Op447;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03345;16401;17543;#ERROR!;LMB90_RS03345;Op466;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03350;17688;18101;#ERROR!;LMB90_RS03350;Op492;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03355;18004;18357;#ERROR!;LMB90_RS03355;Op502;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03360;18341;18715;#ERROR!;LMB90_RS03360;Op510;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03385;24868;25710;#ERROR!;LMB90_RS03385;Op651;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03400;28591;31032;#ERROR!;LMB90_RS03400;Op722;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03425;32851;33282;#ERROR!;LMB90_RS03425;Op814;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03515;51330;51776;#ERROR!;LMB90_RS03515;Op1147;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03535;55759;56331;#ERROR!;LMB90_RS03535;Op1213;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03550;58415;58894;#ERROR!;ybeY;Op1252;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03560;59285;60190;#ERROR!;era;Op1265;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03595;68933;69649;#ERROR!;LMB90_RS03595;Op1407;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03600;69636;70460;#ERROR!;LMB90_RS03600;Op1418;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03610;71777;72019;-;LMB90_RS03610;Op1451;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03625;77198;78079;#ERROR!;LMB90_RS03625;Op1526;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03660;82459;83484;#ERROR!;LMB90_RS03660;Op1590;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03685;87883;89196;#ERROR!;der;Op1643;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03695;89816;91081;#ERROR!;LMB90_RS03695;Op1666;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03705;92420;94330;#ERROR!;LMB90_RS03705;Op1690;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03720;95803;96447;-;LMB90_RS03720;Op1716;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03725;96626;97468;#ERROR!;LMB90_RS03725;Op1724;Function Unknown;NZ_JAJGVJ010000051.1
LMB90_RS03735;98491;99093;#ERROR!;LMB90_RS03735;Op1741;Function Unknown;NZ_JAJGVJ010000051.1
